Продукт,Вес (г),Белки,Жиры,Углеводы,Калории,Категория
колбаса армавирская,100,15.20,40.20,0.00,423.00
колбаса закусочная,100,15.00,33.00,2.30,366.00
колбаса краковская,100,16.20,44.60,0.00,466.00
колбаса кубанская,100,9.50,45.60,0.00,448.00
колбаса любительская полукопченая,100,17.30,39.00,0.00,420.00
колбаса минская,100,17.40,23.00,2.70,287.00
колбаса московская полукопченая,100,19.10,36.60,0.00,406.00
колбаса одесская,100,14.80,38.10,0.00,402.00
колбаса полтавская,100,16.40,39.00,0.00,417.00
колбаса таллиннская,100,17.10,33.80,0.00,373.00
колбаса украинская,100,16.50,34.40,0.00,376.00
охотничьи колбаски,100,25.70,40.00,0.00,463.00
ветчина в форме,100,22.60,20.90,0.00,279.00
говядина брезаола,100,35.00,4.00,0.00,200.00
грудинка сырокопченая,100,8.90,63.30,0.00,605.00
колбаса зернистая,100,9.90,63.20,0.00,608.00
колбаса любительская копченая,100,20.90,47.80,0.00,514.00
колбаса майкопская,100,23.60,41.40,0.00,467.00
колбаса московская копченая,100,24.80,41.50,0.00,473.00
колбаса салями,100,19.30,45.00,1.90,485.00
колбаса свиная копченая,100,13.00,57.30,0.00,568.00
колбаса сервелат,100,24.00,40.50,0.00,461.00
колбаса советская,100,23.00,47.00,0.00,515.00
колбаса столичная копченая,100,24.00,43.40,0.00,487.00
корейка сырокопченая,100,10.50,47.40,0.00,469.00
окорок тамбовский,100,14.30,25.60,0.00,288.00
панчетта (свиная грудинка),100,10.00,52.70,0.00,514.00
прошутто ( итальянская ветчина),100,10.00,45.00,0.00,412.00
ветчина любительская,100,14.90,13.70,0.00,183.00
ветчина особая,100,17.60,6.20,0.00,126.00
говядина тушеная консервированная,100,16.80,17.00,0.00,220.00
гуляш говяжий,100,17.10,12.00,4.00,192.00
гуляш свиной,100,15.00,22.80,4.00,281.00
завтрак туриста (говядина),100,20.50,10.40,0.00,176.00
завтрак туриста (свинина),100,16.90,15.40,0.00,206.00
мясо в белом соусе,100,18.00,12.80,3.80,202.00
паштет печеночный,100,11.60,28.90,2.50,317.00
свинина жирная,100,8.00,61.30,0.00,584.00
свинина тушеная консервированная,100,14.90,32.20,0.00,349.00
грудка утиная,100,13.50,28.60,0.00,308.00
гусь запечёный с яблоками,100,29.30,20.40,6.20,325.60
индейка,100,19.50,22.00,0.00,276.00
индейка жареная,100,26.20,13.50,0.00,226.00
индейка отварная,100,25.30,10.40,0.00,195.00
куриная грудка,100,21.62,8.30,0.00,168.00
куриная грудка отбивная,100,30.00,7.80,0.00,197.00
куриное филе,100,27.29,6.71,0.00,177.00
куриные котлеты,100,18.00,8.00,15.20,206.00
курица жареная,100,26.30,11.00,0.00,204.00
курица отварная,100,25.20,7.40,0.00,170.00
куры потрошенные 1 кат.,100,18.20,18.40,0.70,241.00
ножка франц. утки запечёная,100,10.10,14.60,6.20,194.00
окорочка жареные,100,29.40,8.60,0.00,195.00
утка жареная,100,22.60,19.50,0.00,266.00
утка отварная,100,19.70,18.80,0.00,248.00
фуа-гра гусиная,100,11.40,43.84,4.67,462.00
фуа-гра утиная,100,13.50,28.60,2.00,308.00
цыплята отварные,100,24.60,5.00,0.00,143.00
цыплята табака,100,25.00,21.00,0.20,271.00
"шашлык куриный с соусом типа ""французский"",100,15.90,16.80,1.10,219.00",,,,,
меланж,100,12.70,11.50,0.70,157.00
омлет,100,9.60,15.40,1.90,184.00
омлет с колбасой, сыром и зеленью,100,9.30,10.60,2.40,143.00
сухой белок,100,82.40,1.80,7.20,375.00
сухой желток,100,51.10,52.20,4.70,613.00
яичница с кабачками, помидорами,сельдереем и сыром,100,5.20,5.00,3.00
яичница-глазунья,100,12.90,20.90,0.90,243.00
яичный белок,100,10.52,0.00,1.03,50.00
яичный желток,100,16.76,30.87,1.78,358.00
яичный порошок,100,46.00,37.30,4.50,542.00
яйца куриные вареные вкрутую,100,12.90,11.60,0.80,160.00
яйца куриные вареные всмятку,100,12.80,11.60,0.80,159.00
яйца куриные сырые,100,12.70,11.50,0.70,157.00
яйца перепелиные,100,11.90,13.10,0.60,168.00
анчоусы,100,20.00,3.00,0.00,115.00
горбуша,100,22.90,7.80,0.00,168.00
дорада,100,19.80,1.20,0.00,90.00
дорадо в морской соли,100,18.20,1.40,0.60,89.00
дорадо на гриле,100,18.30,1.20,0.60,87.00
зубатка,100,15.50,5.80,0.00,114.00
кальмар,100,18.00,4.20,0.00,110.00
камбала,100,18.30,3.30,0.00,103.00
карась,100,20.70,2.10,0.00,102.00
карп,100,19.40,5.30,0.00,125.00
краб,100,16.00,3.60,0.00,96.00
крабовые палочки,100,17.50,2.00,0.00,88.00
креветка,100,18.90,2.20,0.00,95.00
креветки гамбас на гриле,100,13.00,3.40,1.70,96.00
креветки тигровые,100,24.00,2.00,0.00,114.00
криль,100,20.60,1.70,0.00,98.00
лангусты,100,17.00,2.00,0.00,90.00
лещ,100,20.90,4.70,0.00,126.00
лобстеры (омары),100,19.00,1.00,0.00,85.00
лосось,100,23.00,12.00,0.00,207.00
лосось запеченый,100,21.00,4.40,0.00,123.50
макрель,100,22.80,3.60,0.00,124.00
мидии,100,9.10,1.50,0.00,50.00
минтай,100,17.60,1.00,0.00,79.00
морская капуста,100,0.90,0.20,0.00,5.00
морская капуста сушёная,100,12.00,0.50,70.00,350.00
морские гребешки,100,19.00,0.90,3.00,92.00
морской язык,100,17.10,1.90,0.00,85.50
налим,100,21.40,0.70,0.00,92.00
норвежский лосось,100,15.60,9.60,1.80,160.00
окунь морской,100,19.90,3.60,0.00,112.00
омары,100,19.00,1.00,0.00,85.00
осьминоги (мясо туловища),100,17.50,2.00,0.00,88.00
палтус,100,14.00,17.80,0.00,216.00
паста океан,100,13.60,4.20,0.00,92.00
путассу,100,17.90,1.00,0.00,81.00
салака,100,22.00,7.20,0.00,153.00
сардина,100,20.10,10.80,0.00,178.00
сёмга свежая,100,21.62,5.93,0.00,146.00
сибас,100,16.50,1.50,0.60,82.00
сибас в морской соли,100,15.20,1.70,1.20,81.00
сибасс на гриле,100,15.30,1.40,1.20,79.00
скумбрия,100,19.60,14.70,0.00,211.00
сом,100,18.40,13.60,0.00,196.00
ставрида,100,20.60,5.60,0.00,133.00
судак,100,21.30,1.30,0.00,97.00
треска,100,17.80,0.70,0.00,78.00
тунец,100,22.50,0.70,0.00,96.00
угорь,100,14.50,30.50,0.00,332.50
устрицы,100,12.00,3.00,0.00,110.00
форель в морской соли,100,19.00,6.30,0.60,112.00
форель морская,100,19.94,3.45,0.00,148.00
форель на гриле,100,19.20,6.10,0.60,111.00
форель речная,100,20.77,6.61,0.00,116.00
хек,100,18.50,2.30,0.00,95.00
щука,100,21.30,1.30,0.00,97.00
белуга бланшированная,100,23.30,15.60,0.00,234.00
горбуша в томатном соусе,100,14.50,5.10,6.90,132.00
горбуша консервированная,100,20.90,5.80,0.00,136.00
камбала в томатном соусе,100,12.60,5.40,6.30,125.00
камбала обжаренная в масле,100,14.40,21.30,0.00,249.00
кета,100,21.50,4.80,0.00,129.00
килька пряного посола,100,14.80,10.50,0.00,154.00
крабы,100,18.70,1.10,0.10,85.00
креветки,100,17.80,1.10,0.00,81.00
лещ в томатном соусе,100,15.30,7.40,2.60,138.00
нерка красная,100,18.80,10.50,0.00,170.00
осетр,100,16.40,10.60,0.60,163.00
осетр в томатном соусе,100,14.70,12.00,3.40,181.00
печень трески,100,4.20,65.70,1.20,613.00
сазан в томатном соусе,100,12.40,8.70,4.10,145.00
сайра бланшировання в масле,100,18.30,23.30,0.00,283.00
салака в томатном соусе,100,17.00,4.00,3.40,118.00
сардины (ломтики) в масле,100,17.90,19.70,0.00,249.00
севрюга в томатном соусе,100,16.10,11.50,2.80,179.00
скумбрия в масле,100,13.10,25.10,0.00,278.00
скумбрия консервированная,100,16.40,21.40,0.00,258.00
сом в томатном соусе,100,12.90,6.30,4.30,126.00
ставрида в томатном соусе,100,14.80,2.30,7.30,110.00
ставрида обжаренная в масле,100,15.60,27.40,0.00,309.00
судак в томатном соусе,100,14.00,5.30,3.70,119.00
тунец в масле,100,22.00,15.90,0.00,231.00
шпроты,100,17.40,32.40,0.40,363.00
щука в томатном соусе,100,14.20,4.00,3.60,108.00
бутерброд с икрой и сыром буко,100,11.80,15.30,26.30,295.00
бутерброд с кетовой икрой,100,13.10,9.30,35.70,278.60
бутерброд с килькой и яйцом,100,10.90,10.60,23.40,232.00
бутерброд с красной икрой,100,17.50,15.70,21.60,300.00
горбуша соленая,100,22.10,9.00,0.00,169.00
икра белужья зернистая,100,27.20,14.20,0.00,237.00
икра горбуши зернистая,100,31.20,11.70,0.00,230.00
икра кеты зернистая,100,31.60,13.80,0.00,251.00
икра минтаевая пробойная,100,28.40,1.90,0.00,131.00
икра осетровая зернистая,100,28.90,9.70,0.00,203.00
икра осетровая паюсная,100,36.00,10.20,0.00,236.00
икра севрюжья зернистая,100,28.40,11.90,0.00,221.00
карпаччо из лосося,100,11.80,7.30,0.40,119.00
кета соленая,100,24.30,9.60,0.00,184.00
килька балтийская соленая,100,17.10,7.60,0.00,137.00
лосось соленый,100,21.00,20.50,0.00,269.00
сельдь атлантическая соленая,100,17.00,8.50,0.00,145.00
сельдь иваси соленая,100,17.50,11.40,0.00,173.00
сёмга сл.сол.,100,12.90,14.80,1.10,196.00
семга соленая,100,22.50,12.50,0.00,203.00
тартар из лосося,100,16.30,11.70,1.00,179.00
тартар из тунца,100,13.20,4.20,1.10,97.40
треска соленая,100,23.10,0.60,0.00,98.00
тюлька соленая,100,19.80,16.20,0.00,225.00
хамса соленая,100,21.20,9.00,0.00,166.00
балык осетровый,100,20.40,12.50,0.00,194.00
вобла вяленая,100,46.40,5.50,0.00,235.00
вобла холодного копчения,100,31.10,6.30,0.00,181.00
камбала горячего копчения,100,22.00,11.60,0.00,192.00
килька горячего копчения,100,21.30,8.50,0.00,162.00
лещ вяленый,100,42.00,5.90,0.00,221.00
лещ горячего копчения,100,32.80,4.50,0.00,172.00
лещ холодного копчения,100,29.70,4.60,0.00,160.00
окунь морской (балычок),100,26.40,10.40,0.00,199.00
окунь морской горячего копчения,100,23.50,9.00,0.00,175.00
салака горячего копчения,100,25.40,5.60,0.00,152.00
сельдь тихоокеанская жирная холодного копчения,100,20.30,16.00,0.00,225.00
скумбрия холодного копчения,100,23.40,6.40,0.00,150.00
снеток полесский,100,46.30,8.80,0.00,264.00
снеток псковский,100,32.00,3.40,0.00,159.00
ставрида холодного копчения,100,17.10,2.80,0.00,94.00
треска горячего копчения,100,26.00,1.20,0.00,115.00
угорь горячего копчения,100,17.50,2.00,0.00,88.00
угорь холодного копчения,100,14.50,30.50,0.00,332.50
активия йогурт натуральный,100,4.50,3.50,6.30,75.00
активия питьевая натуральная,100,3.00,2.40,4.50,52.00
активия питьевая с фруктами,100,2.60,2.00,12.80,80.00
актимель с фруктами,100,2.65,1.50,11.50,73.00
ацидофилин,100,2.80,3.20,3.80,57.00
галичина йогурт питьевой лесная ягода карпат,100,3.30,2.50,15.10,96.00
запеканка творожная дольче президент (ванильная),100,7.70,9.50,22.20,205.10
запеканка творожная дольче президент с изюмом,100,7.70,9.50,20.20,197.10
йогурт 1.5%-ной жирности,100,5.00,1.50,3.50,51.00
йогурт 1.5%-ной жирности сладкий,100,5.00,1.50,8.50,70.00
йогурт 3.2%-ной жирности,100,5.00,3.20,3.50,66.00
йогурт 3.2%-ной жирности сладкий,100,5.00,3.20,8.50,85.00
кефир 2.5% жирности,100,2.90,2.50,3.90,53.00
кефир жирный,100,2.80,3.20,4.10,56.00
кефир нежирный,100,3.00,0.05,3.80,30.00
"коктейль ""удовольствие"",100,7.30,1.10,4.90,61.00",,,,,
масса творожная особая,100,7.10,23.00,27.50,341.00
молоко 1.5%-ной жирности,100,2.85,1.50,4.78,44.00
молоко 2.5%-ной жирности,100,2.82,2.50,4.73,52.00
молоко 3.2%-ной жирности,100,2.80,3.20,4.70,58.00
молоко 3.5%-ной жирности,100,2.79,3.50,4.69,61.00
молоко 6 %-ной жирности,100,3.00,6.00,4.70,84.00
молоко обезжиренное,100,3.00,0.05,4.70,31.00
молоко соевое,100,3.80,2.00,1.70,40.00
пахта,100,3.30,1.00,4.70,40.00
простокваша,100,2.80,3.20,4.10,58.00
ряженка 6 %-ной жирности,100,5.00,6.00,4.10,84.00
сливки 10 %-ной жирности,100,3.00,10.00,4.00,118.00
сливки 20 %-ной жирности,100,2.80,20.00,3.70,206.00
сливки 35 %-ной жирности,100,2.50,35.00,3.00,337.00
сливки взбитые с ванилью,100,2.80,28.00,21.60,346.00
сметана 10 %-ной жирности,100,3.00,10.00,2.90,115.00
сметана 15-%-ной жирности,100,2.80,15.00,3.00,155.00
сметана 20 %-ной жирности,100,2.80,20.00,3.20,206.00
сметана 25 %-ной жирности,100,2.60,25.00,2.70,248.00
сметана 30 %-ной жирности,100,2.40,30.00,3.10,294.00
сырки глазированные,100,8.50,27.80,32.00,407.00
сырники дольче президент с изюмом (1 шт. -70г),100,9.90,11.90,19.50,224.70
сырники дольче президент ванильные (1 шт.-70г),100,11.20,11.90,17.00,219.90
творог 18% жирности,100,14.00,18.00,2.80,232.00
творог 9% жирности,100,16.70,9.00,2.00,159.00
творог нежирный,100,18.00,0.60,1.80,88.00
творог столовый 2% жирности,100,17.00,2.00,1.50,115.00
альпийский,100,25.00,27.00,0.00,353.00
аппенцеллер,100,24.70,31.70,0.00,403.00
асияго,100,24.00,28.00,0.00,305.00
бель паезе,100,28.20,32.00,0.00,373.00
бри,100,21.00,23.00,0.00,291.00
брынза из коровьего молока,100,17.90,20.10,0.00,260.00
брынза из овечьего молока,100,14.60,25.50,0.00,298.00
буко,100,8.70,16.50,0.00,197.00
буррата (60% жирности),100,18.00,30.00,0.00,330.00
вырусский,100,29.00,15.00,0.00,258.00
голландский брусковый,100,26.00,26.80,0.00,352.00
голландский круглый,100,23.70,30.50,0.00,377.00
горгонзола (40% жирности),100,19.00,26.00,0.00,310.00
грюйер,100,27.00,31.00,0.00,396.00
дор блю,100,21.00,30.00,0.00,354.00
камамбер,100,21.00,23.00,0.00,291.00
карниа дольче монтазио,100,26.00,34.00,0.00,420.00
костромской,100,25.20,26.30,0.00,345.00
костромской плавленый,100,20.50,20.00,0.00,271.00
латвийский,100,23.20,24.30,0.00,319.00
латвийский плавленый,100,20.50,20.00,0.00,271.00
"маасдам,100,""23,5"",26.00,0.00,350.00",,,,,
23,5,26.00,0.00,350.00,маскарпоне,7.50
маскарпоне,100,7.50,47.00,0.00,453.00
моцарелла 30% жирности,100,18.00,24.00,0.00,240.00
моцарелла сухая тёртая,100,27.50,22.00,0.00,336.00
пармезан,100,33.00,28.00,0.00,292.00
пекорино в вине,100,24.00,24.00,0.00,305.00
пекорино в золе,100,23.50,23.50,0.00,300.00
пекорино романо,100,23.50,30.50,0.00,379.00
пекорино с трюфелем,100,30.00,24.00,0.00,315.00
пекорино сардо,100,24.00,30.00,0.00,320.00
плавленый колбасный копченый,100,23.00,19.00,0.00,270.00
пошехонский,100,26.00,26.50,0.00,350.00
прибалтийский,100,30.00,9.00,0.00,209.00
проволоне,100,24.5,31.00,0.00,325.00
рикотта,100,18.00,0.40,0.00,136.00
рокфор,100,20.00,28.00,0.00,337.00
российский,100,23.00,29.00,0.00,360.00
российский плавленый,100,22.00,27.00,0.00,340.00
советский,100,24.70,31.20,0.00,389.00
советский плавленый,100,23.00,22.50,0.00,302.00
сулугуни,100,19.50,22.00,0.00,285.00
фета,100,17.00,24.00,0.00,290.00
фета с оливковым маслом и травами,100,12.60,24.60,3.30,281.80
чеддер,100,23.50,30.50,0.00,379.00
шавру (козий),100,19.00,7.00,1.00,173.00
швейцарский,100,24.90,31.80,0.00,396.00
эмменталь,100,28.20,28.00,0.00,373.00
эстонский,100,26.00,26.40,0.00,350.00
ярославский,100,26.80,27.30,0.00,361.00
какао со сгущенным молоком с сахаром,100,8.20,7.50,54.90,309.00
какао со сгущенными сливками с сахаром,100,8.20,15.50,48.30,356.00
кофе со сгущенным молоком с сахаром,100,8.40,8.60,53.00,312.00
кофе со сгущенными сливками, с сахаром,100,7.00,19.00,46.00,374.00
молоко сгущенное без сахара,100,7.00,8.30,9.50,140.00
молоко сгущенное с сахаром,100,7.20,8.50,56.00,320.00
молоко сгущенное с сахаром нежирное,100,11.00,0.50,58.50,272.00
молоко сухое обезжиренное,100,37.90,1.00,49.30,350.00
молоко сухое цельное,100,26.00,25.00,37.50,476.00
сливки сгущ. с сахаром,100,8.00,19.00,47.00,382.00
масло крестьянское несоленое,100,0.80,72.50,0.00,661.00
масло любительское несоленое,100,0.70,78.00,0.00,709.00
масло сливочное бутербродное,100,2.50,61.50,0.00,566.00
масло сливочное вологодское,100,0.50,82.50,0.00,748.00
масло сливочное несоленое,100,0.50,82.50,0.00,748.00
масло топленое,100,0.30,98.00,0.00,887.00
масло арахисовое рафинированное,100,0.00,99.90,0.00,899.00
масло горчичное,100,0.00,99.80,0.00,898.00
масло конопляное рафинированное,100,0.00,99.85,0.00,899.00
масло кукурузное,100,0.00,99.90,0.00,899.00
масло оливковое,100,0.00,99.80,0.00,898.00
масло оливковое рафинированное,100,0.00,99.80,0.00,898.00
масло подсолнечное,100,0.00,99.90,0.00,899.00
масло подсолнечное рафинированное,100,0.00,99.90,0.00,899.00
масло рапсовое рафинированное,100,0.00,99.85,0.00,899.00
масло соевое рафинированное,100,0.00,99.90,0.00,899.00
масло хлопковое рафинированное,100,0.00,99.90,0.00,899.00
жир бараний топленый,100,0.00,99.70,0.00,897.00
жир говяжий топленый,100,0.00,99.70,0.00,897.00
жир свиной (лярд),100,0.00,99.70,0.00,897.00
жир новинка,100,0.00,99.70,0.00,897.00
жир прима,100,0.00,99.70,0.00,897.00
майонез домашний,100,2.80,87.90,0.30,805.00
майонез провансаль,100,2.40,67.00,3.90,627.00
маргарин молочный,100,0.30,82.00,17.40,743.00
маргарин славянский,100,0.50,82.00,0.00,745.00
маргарин сливочный,100,0.30,82.00,21.00,743.00
маргарин солнечный,100,0.30,72.00,0.00,653.00
маргарин экстра,100,0.50,82.00,22.60,744.00
маргарин эра,100,0.30,82.00,0.00,743.00
сало растительное,100,0.00,99.70,0.00,897.00
 ,816.00,батончики,3.30,30.50,62.50
сало свиное,100,1.80,79.00,0.00,739.00
шпик свиной без шкурки,1.40,90.00,0.00, ,816.00
батончики,100,3.30,30.50,62.50,527.00
глюкоза кристаллическая,100,0.00,0.00,98.80,340.00
драже ореховое,100,11.90,38.30,41.00,552.00
драже сахарное,100,0.00,0.00,98.00,374.00
драже фруктово-ягодное в шоколаде,100,5.70,10.20,73.10,389.00
желатин пищевой,100,87.20,0.40,0.70,355.00
желе фруктовое,100,2.40,0.01,38.10,155.40
зефир,100,0.80,0.00,78.30,304.00
ирис полутвердый,100,3.30,7.50,81.80,395.00
ирис тираженный,100,3.60,7.30,83.50,400.00
карамель леденцовая,100,0.00,0.10,95.70,370.00
карамель с ликерными начинками,100,0.00,0.10,92.60,358.00
карамель с молочными начинками,100,0.80,1.00,91.20,363.00
карамель с ореховыми начинками,100,3.10,7.30,86.60,410.00
карамель с помадными начинками,100,0.00,0.10,94.70,366.00
карамель с прохладительными начинками,100,0.00,10.00,88.00,429.00
карамель с фруктово-ягодными начинками,100,0.10,0.10,92.10,357.00
карамель с шоколадно-ореховыми начинками,100,1.80,9.20,86.10,420.00
карамель-топинг,100,0.50,10.00,90.50,431.00
конфеты молочные,100,2.70,4.30,82.30,364.00
конфеты помадные,100,2.20,4.60,83.60,369.00
конфеты фруктово-помадные,100,0.00,0.00,90.60,346.00
конфеты шоколадные с грильяжной начинкой,100,5.30,26.90,64.40,510.00
конфеты шоколадные с кремовой начинкой,100,7.50,31.80,53.60,523.00
конфеты шоколадные с начинкой между слоями вафель,100,5.80,32.00,57.90,535.00
конфеты шоколадные с помадной начинкой,100,2.90,10.70,76.60,401.00
конфеты шоколадные с пралиновой начинкой,100,4.80,34.70,57.60,552.00
конфеты шоколадные с фруктовой начинкой,100,1.60,8.60,74.30,369.00
конфеты шоколадные с шоколадно-кремовой начинкой,100,4.00,39.50,51.30,569.00
конфеты шоколадные с шоколадно-ореховой начинкой,100,6.40,34.60,54.60,547.00
крахмал картофельный,100,0.10,0.00,79.60,327.00
лукум сбивной,100,0.80,0.70,79.40,316.00
мармелад фруктово-ягодный,100,0.40,0.00,76.00,293.00
мед натуральный,100,0.80,0.00,80.30,314.00
мороженое молочное,100,3.20,3.50,21.30,126.00
мороженое молочное крем-брюле,100,3.50,3.50,23.10,134.00
мороженое молочное шоколадное,100,4.20,3.50,23.00,138.00
мороженое сливочное,100,3.30,10.00,19.80,179.00
мороженое сливочное крем-брюле,100,3.50,10.00,21.60,186.00
мороженое сливочное шоколадное,100,3.50,10.00,21.50,188.00
панна котта классическая,100,2.70,6.70,19.40,146.00
пастила,100,0.50,0.00,80.40,310.00
пломбир,100,3.20,15.00,20.80,227.00
пломбир крем-брюле,100,3.00,15.00,23.00,235.00
пломбир шоколадный,100,3.60,15.00,22.30,236.00
сахар (песок),100,0.00,0.00,99.80,379.00
сахар-рафинад,100,0.00,0.00,99.90,379.00
халва подсолнечная ванильная,100,11.60,29.70,54.00,523.00
халва тахинная,100,12.70,29.90,50.60,516.00
шоколад без добавлений,100,5.40,35.30,52.60,544.00
шоколад в порошке,100,5.20,24.30,64.00,487.00
шоколад молочно-ореховый,100,7.30,34.50,53.10,544.00
шоколад молочно-сливочный,100,7.60,37.20,50.80,560.00
шоколад молочный,100,6.90,35.70,52.40,550.00
шоколад пористый молочный,100,6.90,35.50,52.30,549.00
шоколад с дробленым и целым орехом,100,6.60,40.90,48.00,580.00
эскимо,100,3.50,20.00,19.60,270.00
борщ летний,100,1.10,2.10,6.40,49.00
борщ постный,100,0.70,0.70,4.10,26.00
борщ с капустой и картофелем,100,0.90,2.10,5.20,43.00
борщ сибирский,100,1.90,1.50,6.80,48.00
борщ украинский,100,1.10,2.20,6.70,49.00
бульон говяжий,100,0.60,0.20,0.00,4.00
бульон грибной,100,0.10,0.00,0.03,1.00
бульон куриный,100,0.50,0.10,0.00,3.00
бульон рыбный,100,0.40,0.04,0.00,2.00
минестроне,100,1.00,0.70,3.30,23.00
молочная лапша,100,2.20,1.40,8.40,59.00
окрошка мясная (с квасом),100,2.10,1.70,6.30,52.00
окрошка на кефире,100,3.10,1.90,4.30,47.00
рассольник домашний,100,1.10,1.70,6.40,46.00
рассольник ленинградский,100,1.20,1.80,7.20,50.00
солянка сборная мясная,100,3.60,5.40,1.40,69.70
суп картофельный,100,1.10,1.10,8.50,49.00
суп картофельный с бобовыми,100,2.60,2.20,8.30,54.00
суп картофельный с грибами,100,1.00,1.00,6.70,41.00
суп картофельный с крупой,100,1.30,1.20,9.50,54.00
суп картофельный с макаронными изделиями,100,1.30,1.00,8.40,48.00
суп крестьянский,100,1.00,2.10,4.80,42.00
суп овощной,100,1.10,1.70,4.60,38.00
суп овощной с фасолью,100,1.60,2.10,5.20,46.00
суп рисовый с мясом,100,0.70,1.10,5.20,34.00
суп с бобовыми,100,3.40,2.20,1.40,66.00
суп с макаронными изделиями,100,1.40,2.10,5.90,48.00
суп-пюре грибной,100,2.00,8.20,1.30,87.70
суп-пюре из спаржи,100,5.10,16.10,5.90,196.00
суп-пюре из тыквы,100,1.70,8.10,4.40,99.00
уха,100,3.40,1.00,5.50,46.00
щи из квашеной капусты с картофелем,100,0.60,2.10,2.70,32.00
щи из свежей капусты с картофелем,100,1.00,2.10,3.80,38.00
щи суточные,100,0.60,2.80,1.50,34.00
вода минеральная,100,0.00,0.00,0.00,0.00
вода питьевая,100,0.00,0.00,0.00,0.00
какао напитки (сухие),100,6.00,4.80,81.20,381.00
какао порошок,100,24.20,17.50,27.90,380.00
капуччино,100,1.40,1.60,4.70,39.00
квас хлебный,100,0.20,0.00,5.00,25.00
кока-кола,100,0.00,0.00,10.60,42.00
кока-кола лайт,100,0.00,0.00,0.00,0.20
кофе вареный из молотого, без сахара,100,0.14,0.14,0.03,2.02
кофе жареный в зернах (сухой),100,13.90,14.40,2.80,202.00
кофе латте,100,5.40,5.80,8.20,104.00
кофе растворимый (сухой),100,15.00,3.60,0.00,95.00
кофе растворимый, без сахара,100,0.30,0.07,0.00,1.90
кофе эспрессо,100,1.00,1.10,0.20,15.00
кофейный напиток здоровье (сухой),100,6.00,4.80,71.20,337.00
напиток газированный (лимонад),100,0.00,0.00,7.50,31.00
холодный чай нестли,100,0.00,0.00,6.80,29.00
чай без сахара,100,0.20,0.05,0.04,1.46
чай черный байховый (сухой),100,20.00,5.10,4.00,146.00
бренди 40% алкоголя,100,0.00,0.00,0.50,225.00
вермут 13% алкоголя,100,0.00,0.00,15.90,158.00
вино белое 10% алкоголя,100,0.00,0.00,4.50,66.00
вино белое 12.5% алкоголя,100,0.00,0.00,4.00,78.00
вино белое сладкое 13.5%алкоголя,100,0.00,0.00,5.90,98.00
вино белое сухое 12% алкоголя,100,0.00,0.00,0.20,66.00
вино красное 12% алкоголя,100,0.00,0.00,2.30,76.00
виски 40% алкоголя,100,0.00,0.00,0.00,220.00
водка 40% алкоголя,100,0.00,0.00,0.10,235.00
джин 40% алкоголя,100,0.00,0.00,0.00,220.00
коктейль мохито алкогольный,100,0.18,0.02,5.33,51.70
коньяк 40% алкоголя,100,0.00,0.00,0.10,239.00
ликер 24% алкоголя,100,0.00,0.00,53.00,345.00
мадера 18% алкоголя,100,0.00,0.00,10.00,139.00
пиво 1.8% алкоголя,100,0.20,0.00,4.30,29.00
пиво 2.8% алкоголя,100,0.40,0.00,4.40,34.00
пиво 4.5% алкоголя,100,0.60,0.00,3.80,45.00
портвейн 20% алкоголя,100,0.00,0.00,13.70,167.00
пунш 26% алкоголя,100,0.00,0.00,30.00,260.00
ром 40% алкоголя,100,0.00,0.00,0.00,220.00
шампанское брют белое и красное,100,0.00,0.00,1.40,70.00
шампанское полусладкое белое и красное,100,0.20,0.00,8.00,110.00
шампанское полусухое белое и красное,100,0.20,0.00,5.00,88.00
шампанское сухое белое и красное,100,0.30,0.00,2.50,78.00
